time,rateConstant,difficulty,ratio
4500000.0,1.0,1.0,1.0
4560000.0,1.0,1.0,1.0
4620000.0,1.0,1.0,1.0
4680000.0,1.0,1.0,1.0
4740000.0,1.0,1.0,1.0
4800000.0,1.0,1.0,1.0
4860000.0,1.0,1.0,1.0
4920000.0,1.0,1.0,1.0
4980000.0,1.0,1.0,1.0
5040000.0,1.0,1.0,1.0
5100000.0,1.0,1.0,1.0
5160000.0,1.0,1.0,1.0
5220000.0,1.0,1.0,1.0
5280000.0,1.0,1.0,1.0
5340000.0,1.0,1.0,1.0
5400000.0,1.0,1.0,1.0
5460000.0,1.0,1.0,1.0
5520000.0,1.0,1.0,1.0
5580000.0,1.0,1.0,1.0
5640000.0,1.0,1.0,1.0
5700000.0,1.0,1.0,1.0
5760000.0,1.0,1.0,1.0
5820000.0,1.0,1.0,1.0
5880000.0,1.0,1.0,1.0
5940000.0,1.0,1.0,1.0
6000000.0,1.0,1.0,1.0
6060000.0,1.0,1.0,1.0
6120000.0,1.0,1.0,1.0
6180000.0,1.0,1.0,1.0
6240000.0,1.0,1.0,1.0
6300000.0,1.0,1.0,1.0
6360000.0,1.0,1.0,1.0
6420000.0,1.0,1.0,1.0
6480000.0,1.0,1.0,1.0
6540000.0,1.0,1.0,1.0
6600000.0,1.0,1.0,1.0
6660000.0,1.0,1.0,1.0
6720000.0,1.0,1.0,1.0
6780000.0,1.0,1.0,1.0
6840000.0,1.0,1.0,1.0
6900000.0,1.0,1.0,1.0
6960000.0,1.0,1.0,1.0
7020000.0,1.0,1.0,1.0
7080000.0,1.0,1.0,1.0
7140000.0,1.0,1.0,1.0
7200000.0,1.0,1.0,1.0
7260000.0,1.0,1.0,1.0
7320000.0,1.0,1.0,1.0
7380000.0,1.0,1.0,1.0
7440000.0,1.0,1.0,1.0
7500000.0,1.0,1.0,1.0
7560000.0,1.0,1.0,1.0
7620000.0,1.0,1.0,1.0
7680000.0,1.0,1.0,1.0
7740000.0,1.0,1.0,1.0
7800000.0,1.0,1.0,1.0
7860000.0,1.0,1.0,1.0
7920000.0,1.0,1.0,1.0
7980000.0,1.0,1.0,1.0
8040000.0,1.0,1.0,1.0
8100000.0,1.0,1.0,1.0
8160000.0,1.0,1.0,1.0
8220000.0,1.0,1.0,1.0
8280000.0,1.0,1.0,1.0
8340000.0,1.0,1.0,1.0
8400000.0,1.0,1.0,1.0
8460000.0,1.0,1.0,1.0
8520000.0,1.0,1.0,1.0
8580000.0,1.0,1.0,1.0
8640000.0,1.0,1.0,1.0
8700000.0,1.0,1.0,1.0
8760000.0,1.0,1.0,1.0
8820000.0,1.0,1.0,1.0
8880000.0,1.0,1.0,1.0
8940000.0,1.0,1.0,1.0
9000000.0,1.0,1.0,1.0
9060000.0,1.0,1.0,1.0
9120000.0,1.0,1.0,1.0
9180000.0,1.0,1.0,1.0
9240000.0,1.0,1.0,1.0
9300000.0,1.0,1.0,1.0
9360000.0,1.0,1.0,1.0
9420000.0,1.0,1.0,1.0
9480000.0,1.0,1.0,1.0
9540000.0,1.0,1.0,1.0
9600000.0,1.0,1.0,1.0
9660000.0,1.0,1.0,1.0
9720000.0,1.0,1.0,1.0
9780000.0,1.0,1.0,1.0
9840000.0,1.0,1.0,1.0
9900000.0,1.0,1.0,1.0
9960000.0,1.0,1.0,1.0
10020000.0,1.0,1.0,1.0
10080000.0,1.0,1.0,1.0
10140000.0,1.0,1.0,1.0
10200000.0,1.0,1.0,1.0
10260000.0,1.0,1.0,1.0
10320000.0,1.0,1.0,1.0
10380000.0,1.0,1.0,1.0
10440000.0,1.0,1.0,1.0
10500000.0,1.0,1.0,1.0
10560000.0,1.0,1.0,1.0
10620000.0,1.0,1.0,1.0
10680000.0,1.0,1.0,1.0
10740000.0,1.0,1.0,1.0
10800000.0,1.0,1.0,1.0
10860000.0,1.0,1.0,1.0
10920000.0,1.0,1.0,1.0
10980000.0,1.0,1.0,1.0
11040000.0,1.0,1.0,1.0
11100000.0,1.0,1.0,1.0
11160000.0,1.0,1.0,1.0
11220000.0,1.0,1.0,1.0
11280000.0,1.0,1.0,1.0
11340000.0,1.0,1.0,1.0
11400000.0,1.0,1.0,1.0
11460000.0,1.0,1.0,1.0
11520000.0,1.0,1.0,1.0
11580000.0,1.0,1.0,1.0
11640000.0,1.0,1.0,1.0
11700000.0,1.0,1.0,1.0
11760000.0,1.0,1.0,1.0
11820000.0,1.0,1.0,1.0
11880000.0,1.0,1.0,1.0
11940000.0,1.0,1.0,1.0
12000000.0,1.0,1.0,1.0
12060000.0,1.0,1.0,1.0
12120000.0,1.0,1.0,1.0
12180000.0,1.0,1.0,1.0
12240000.0,1.0,1.0,1.0
12300000.0,1.0,1.0,1.0
12360000.0,1.0,1.0,1.0
12420000.0,1.0,1.0,1.0
12480000.0,1.0,1.0,1.0
12540000.0,1.0,1.0,1.0
12600000.0,1.0,1.0,1.0
12660000.0,1.0,1.0,1.0
12720000.0,1.0,1.0,1.0
12780000.0,1.0,1.0,1.0
12840000.0,1.0,1.0,1.0
12900000.0,1.0,1.0,1.0
12960000.0,1.0,1.0,1.0
13020000.0,1.0,1.0,1.0
13080000.0,1.0,1.0,1.0
13140000.0,1.0,1.0,1.0
13200000.0,1.0,1.0,1.0
13260000.0,1.0,1.0,1.0
13320000.0,1.0,1.0,1.0
13380000.0,1.0,1.0,1.0
13440000.0,1.0,1.0,1.0
13500000.0,1.0,1.0,1.0
13560000.0,1.0,1.0,1.0
13620000.0,1.0,1.0,1.0
13680000.0,1.0,1.0,1.0
13740000.0,1.0,1.0,1.0
13800000.0,1.0,1.0,1.0
13860000.0,1.0,1.0,1.0
13920000.0,1.0,1.0,1.0
13980000.0,1.0,1.0,1.0
14040000.0,1.0,1.0,1.0
14100000.0,1.0,1.0,1.0
14160000.0,1.0,1.0,1.0
14220000.0,1.0,1.0,1.0
14280000.0,1.0,1.0,1.0
14340000.0,1.0,1.0,1.0
14400000.0,1.0,1.0,1.0
14460000.0,1.0,1.0,1.0
14520000.0,1.0,1.0,1.0
14580000.0,1.0,1.0,1.0
14640000.0,1.0,1.0,1.0
14700000.0,1.0,1.0,1.0
14760000.0,1.0,1.0,1.0
14820000.0,1.0,1.0,1.0
14880000.0,1.0,1.0,1.0
14940000.0,1.0,1.0,1.0
15000000.0,1.0,1.0,1.0
15060000.0,1.0,1.0,1.0
15120000.0,1.0,1.0,1.0
15180000.0,1.0,1.0,1.0
15240000.0,1.0,1.0,1.0
15300000.0,1.0,1.0,1.0
15360000.0,1.0,1.0,1.0
15420000.0,1.0,1.0,1.0
15480000.0,1.0,1.0,1.0
15540000.0,1.0,1.0,1.0
15600000.0,1.0,1.0,1.0
15660000.0,1.0,1.0,1.0
15720000.0,1.0,1.0,1.0
15780000.0,1.0,1.0,1.0
15840000.0,1.0,1.0,1.0
15900000.0,1.0,1.0,1.0
15960000.0,1.0,1.0,1.0
16020000.0,1.0,1.0,1.0
16080000.0,1.0,1.0,1.0
16140000.0,1.0,1.0,1.0
16200000.0,1.0,1.0,1.0
16260000.0,1.0,1.0,1.0
16320000.0,1.0,1.0,1.0
16380000.0,1.0,1.0,1.0
16440000.0,1.0,1.0,1.0
16500000.0,1.0,1.0,1.0
16560000.0,1.0,1.0,1.0
16620000.0,1.0,1.0,1.0
16680000.0,1.0,1.0,1.0
16740000.0,1.0,1.0,1.0
16800000.0,1.0,1.0,1.0
16860000.0,1.0,1.0,1.0
16920000.0,1.0,1.0,1.0
16980000.0,1.0,1.0,1.0
17040000.0,1.0,1.0,1.0
17100000.0,1.0,1.0,1.0
17160000.0,1.0,1.0,1.0
17220000.0,1.0,1.0,1.0
17280000.0,1.0,1.0,1.0
17340000.0,1.0,1.0,1.0
17400000.0,1.0,1.0,1.0
17460000.0,1.0,1.0,1.0
17520000.0,1.0,1.0,1.0
17580000.0,1.0,1.0,1.0
17640000.0,1.0,1.0,1.0
17700000.0,1.0,1.0,1.0
17760000.0,1.0,1.0,1.0
17820000.0,1.0,1.0,1.0
17880000.0,1.0,1.0,1.0
17940000.0,1.0,1.0,1.0
18000000.0,1.0,1.0,1.0
18060000.0,1.0,1.0,1.0
18120000.0,1.0,1.0,1.0
18180000.0,1.0,1.0,1.0
18240000.0,1.0,1.0,1.0
18300000.0,1.0,1.0,1.0
18360000.0,1.0,1.0,1.0
18420000.0,1.0,1.0,1.0
18480000.0,1.0,1.0,1.0
18540000.0,1.0,1.0,1.0
18600000.0,1.0,1.0,1.0
18660000.0,1.0,1.0,1.0
18720000.0,1.0,1.0,1.0
18780000.0,1.0,1.0,1.0
18840000.0,1.0,1.0,1.0
18900000.0,1.0,1.0,1.0
18960000.0,1.0,1.0,1.0
19020000.0,1.0,1.0,1.0
19080000.0,1.0,1.0,1.0
19140000.0,1.0,1.0,1.0
19200000.0,1.0,1.0,1.0
19260000.0,1.0,1.0,1.0
19320000.0,1.0,1.0,1.0
19380000.0,1.0,1.0,1.0
19440000.0,1.0,1.0,1.0
19500000.0,1.0,1.0,1.0
19560000.0,1.0,1.0,1.0
19620000.0,1.0,1.0,1.0
19680000.0,1.0,1.0,1.0
19740000.0,1.0,1.0,1.0
19800000.0,1.0,1.0,1.0
19860000.0,1.0,1.0,1.0
19920000.0,1.0,1.0,1.0
19980000.0,1.0,1.0,1.0
20040000.0,1.0,1.0,1.0
20100000.0,1.0,1.0,1.0
20160000.0,1.0,1.0,1.0
20220000.0,1.0,1.0,1.0
20280000.0,1.0,1.0,1.0
20340000.0,1.0,1.0,1.0
20400000.0,1.0,1.0,1.0
20460000.0,1.0,1.0,1.0
20520000.0,1.0,1.0,1.0
20580000.0,1.0,1.0,1.0
20640000.0,1.0,1.0,1.0
20700000.0,1.0,1.0,1.0
20760000.0,1.0,1.0,1.0
20820000.0,1.0,1.0,1.0
20880000.0,1.0,1.0,1.0
20940000.0,1.0,1.0,1.0
21000000.0,1.0,1.0,1.0
21060000.0,1.0,1.0,1.0
21120000.0,1.0,1.0,1.0
21180000.0,1.0,1.0,1.0
21240000.0,1.0,1.0,1.0
21300000.0,1.0,1.0,1.0
21360000.0,1.0,1.0,1.0
21420000.0,1.0,1.0,1.0
21480000.0,1.0,1.0,1.0
21540000.0,1.0,1.0,1.0
21600000.0,1.0,1.0,1.0
21660000.0,1.0,1.0,1.0
21720000.0,1.0,1.0,1.0
21780000.0,1.0,1.0,1.0
21840000.0,1.0,1.0,1.0
21900000.0,1.0,1.0,1.0
21960000.0,1.0,1.0,1.0
22020000.0,1.0,1.0,1.0
22080000.0,1.0,1.0,1.0
22140000.0,1.0,1.0,1.0
22200000.0,1.0,1.0,1.0
22260000.0,1.0,1.0,1.0
22320000.0,1.0,1.0,1.0
22380000.0,1.0,1.0,1.0
22440000.0,1.0,1.0,1.0
22500000.0,1.0,1.0,1.0
22560000.0,1.0,1.0,1.0
22620000.0,1.0,1.0,1.0
22680000.0,1.0,1.0,1.0
22740000.0,1.0,1.0,1.0
22800000.0,1.0,1.0,1.0
22860000.0,1.0,1.0,1.0
22920000.0,1.0,1.0,1.0
22980000.0,1.0,1.0,1.0
23040000.0,1.0,1.0,1.0
23100000.0,1.0,1.0,1.0
23160000.0,1.0,1.0,1.0
23220000.0,1.0,1.0,1.0
23280000.0,1.0,1.0,1.0
23340000.0,1.0,1.0,1.0
23400000.0,1.0,1.0,1.0
23460000.0,1.0,1.0,1.0
23520000.0,1.0,1.0,1.0
23580000.0,1.0,1.0,1.0
23640000.0,1.0,1.0,1.0
23700000.0,1.0,1.0,1.0
23760000.0,1.0,1.0,1.0
23820000.0,1.0,1.0,1.0
23880000.0,1.0,1.0,1.0
23940000.0,1.0,1.0,1.0
24000000.0,1.0,1.0,1.0
24060000.0,1.0,1.0,1.0
24120000.0,1.0,1.0,1.0
24180000.0,1.0,1.0,1.0
24240000.0,1.0,1.0,1.0
24300000.0,1.0,1.0,1.0
24360000.0,1.0,1.0,1.0
24420000.0,1.0,1.0,1.0
24480000.0,1.0,1.0,1.0
24540000.0,1.0,1.0,1.0
24600000.0,1.0,1.0,1.0
24660000.0,1.0,1.0,1.0
24720000.0,1.0,1.0,1.0
24780000.0,1.0,1.0,1.0
24840000.0,1.0,1.0,1.0
24900000.0,1.0,1.0,1.0
24960000.0,1.0,1.0,1.0
25020000.0,1.0,1.0,1.0
25080000.0,1.0,1.0,1.0
25140000.0,1.0,1.0,1.0
25200000.0,1.0,1.0,1.0
25260000.0,1.0,1.0,1.0
25320000.0,1.0,1.0,1.0
25380000.0,1.0,1.0,1.0
25440000.0,1.0,1.0,1.0
25500000.0,1.0,1.0,1.0
25560000.0,1.0,1.0,1.0
25620000.0,1.0,1.0,1.0
25680000.0,1.0,1.0,1.0
25740000.0,1.0,1.0,1.0
25800000.0,1.0,1.0,1.0
25860000.0,1.0,1.0,1.0
25920000.0,1.0,1.0,1.0
25980000.0,1.0,1.0,1.0
26040000.0,1.0,1.0,1.0
26100000.0,1.0,1.0,1.0
26160000.0,1.0,1.0,1.0
26220000.0,1.0,1.0,1.0
26280000.0,1.0,1.0,1.0
26340000.0,1.0,1.0,1.0
26400000.0,1.0,1.0,1.0
26460000.0,1.0,1.0,1.0
26520000.0,1.0,1.0,1.0
26580000.0,1.0,1.0,1.0
26640000.0,1.0,1.0,1.0
26700000.0,1.0,1.0,1.0
26760000.0,1.0,1.0,1.0
26820000.0,1.0,1.0,1.0
26880000.0,1.0,1.0,1.0
26940000.0,1.0,1.0,1.0
27000000.0,1.0,1.0,1.0
27060000.0,1.0,1.0,1.0
27120000.0,1.0,1.0,1.0
27180000.0,1.0,1.0,1.0
27240000.0,1.0,1.0,1.0
27300000.0,1.0,1.0,1.0
27360000.0,1.0,1.0,1.0
27420000.0,1.0,1.0,1.0
27480000.0,1.0,1.0,1.0
27540000.0,1.0,1.0,1.0
27600000.0,1.0,1.0,1.0
27660000.0,1.0,1.0,1.0
27720000.0,1.0,1.0,1.0
27780000.0,1.0,1.0,1.0
27840000.0,1.0,1.0,1.0
27900000.0,1.0,1.0,1.0
27960000.0,1.0,1.0,1.0
28020000.0,1.0,1.0,1.0
28080000.0,1.0,1.0,1.0
28140000.0,1.0,1.0,1.0
28200000.0,1.0,1.0,1.0
28260000.0,1.0,1.0,1.0
28320000.0,1.0,1.0,1.0
28380000.0,1.0,1.0,1.0
28440000.0,1.0,1.0,1.0
28500000.0,1.0,1.0,1.0
28560000.0,1.0,1.0,1.0
28620000.0,1.0,1.0,1.0
28680000.0,1.0,1.0,1.0
28740000.0,1.0,1.0,1.0
28800000.0,1.0,1.0,1.0
28860000.0,1.0,1.0,1.0
28920000.0,1.0,1.0,1.0
28980000.0,1.0,1.0,1.0
29040000.0,1.0,1.0,1.0
29100000.0,1.0,1.0,1.0
29160000.0,1.0,1.0,1.0
29220000.0,1.0,1.0,1.0
29280000.0,1.0,1.0,1.0
29340000.0,1.0,1.0,1.0
29400000.0,1.0,1.0,1.0
29460000.0,1.0,1.0,1.0
29520000.0,1.0,1.0,1.0
29580000.0,1.0,1.0,1.0
29640000.0,1.0,1.0,1.0
29700000.0,1.0,1.0,1.0
29760000.0,1.0,1.0,1.0
29820000.0,1.0,1.0,1.0
29880000.0,1.0,1.0,1.0
29940000.0,1.0,1.0,1.0
30000000.0,1.0,1.0,1.0
30060000.0,1.0,1.0,1.0
30120000.0,1.0,1.0,1.0
30180000.0,1.0,1.0,1.0
30240000.0,1.0,1.0,1.0
30300000.0,1.0,1.0,1.0
30360000.0,1.0,1.0,1.0
30420000.0,1.0,1.0,1.0
30480000.0,1.0,1.0,1.0
30540000.0,1.0,1.0,1.0
30600000.0,1.0,1.0,1.0
30660000.0,1.0,1.0,1.0
30720000.0,1.0,1.0,1.0
30780000.0,1.0,1.0,1.0
30840000.0,1.0,1.0,1.0
30900000.0,1.0,1.0,1.0
30960000.0,1.0,1.0,1.0
31020000.0,1.0,1.0,1.0
31080000.0,1.0,1.0,1.0
31140000.0,1.0,1.0,1.0
31200000.0,1.0,1.0,1.0
31260000.0,1.0,1.0,1.0
31320000.0,1.0,1.0,1.0
31380000.0,1.0,1.0,1.0
31440000.0,1.0,1.0,1.0
31500000.0,1.0,1.0,1.0
31560000.0,1.0,1.0,1.0
31620000.0,1.0,1.0,1.0
31680000.0,1.0,1.0,1.0
31740000.0,1.0,1.0,1.0
31800000.0,1.0,1.0,1.0
31860000.0,1.0,1.0,1.0
31920000.0,1.0,1.0,1.0
31980000.0,1.0,1.0,1.0
32040000.0,1.0,1.0,1.0
32100000.0,1.0,1.0,1.0
32160000.0,1.0,1.0,1.0
32220000.0,1.0,1.0,1.0
32280000.0,1.0,1.0,1.0
32340000.0,1.0,1.0,1.0
32400000.0,1.0,1.0,1.0
32460000.0,1.0,1.0,1.0
32520000.0,1.0,1.0,1.0
32580000.0,1.0,1.0,1.0
32640000.0,1.0,1.0,1.0
32700000.0,1.0,1.0,1.0
32760000.0,1.0,1.0,1.0
32820000.0,1.0,1.0,1.0
32880000.0,1.0,1.0,1.0
32940000.0,1.0,1.0,1.0
33000000.0,1.0,1.0,1.0
33060000.0,1.0,1.0,1.0
33120000.0,1.0,1.0,1.0
33180000.0,1.0,1.0,1.0
33240000.0,1.0,1.0,1.0
33300000.0,1.0,1.0,1.0
33360000.0,1.0,1.0,1.0
33420000.0,1.0,1.0,1.0
33480000.0,1.0,1.0,1.0
33540000.0,1.0,1.0,1.0
33600000.0,1.0,1.0,1.0
33660000.0,1.0,1.0,1.0
33720000.0,1.0,1.0,1.0
33780000.0,1.0,1.0,1.0
33840000.0,1.0,1.0,1.0
33900000.0,1.0,1.0,1.0
33960000.0,1.0,1.0,1.0
34020000.0,1.0,1.0,1.0
34080000.0,1.0,1.0,1.0
34140000.0,1.0,1.0,1.0
34200000.0,1.0,1.0,1.0
34260000.0,1.0,1.0,1.0
34320000.0,1.0,1.0,1.0
34380000.0,1.0,1.0,1.0
34440000.0,1.0,1.0,1.0
34500000.0,1.0,1.0,1.0
34560000.0,1.0,1.0,1.0
34620000.0,1.0,1.0,1.0
34680000.0,1.0,1.0,1.0
34740000.0,1.0,1.0,1.0
34800000.0,1.0,1.0,1.0
34860000.0,1.0,1.0,1.0
34920000.0,1.0,1.0,1.0
34980000.0,1.0,1.0,1.0
35040000.0,1.0,1.0,1.0
35100000.0,1.0,1.0,1.0
35160000.0,1.0,1.0,1.0
35220000.0,1.0,1.0,1.0
35280000.0,1.0,1.0,1.0
35340000.0,1.0,1.0,1.0
35400000.0,1.0,1.0,1.0
35460000.0,1.0,1.0,1.0
35520000.0,1.0,1.0,1.0
35580000.0,1.0,1.0,1.0
35640000.0,1.0,1.0,1.0
35700000.0,1.0,1.0,1.0
35760000.0,1.0,1.0,1.0
35820000.0,1.0,1.0,1.0
35880000.0,1.0,1.0,1.0
35940000.0,1.0,1.0,1.0
36000000.0,1.0,1.0,1.0
36060000.0,1.0,1.0,1.0
36120000.0,1.0,1.0,1.0
36180000.0,1.0,1.0,1.0
36240000.0,1.0,1.0,1.0
36300000.0,1.0,1.0,1.0
36360000.0,1.0,1.0,1.0
36420000.0,1.0,1.0,1.0
36480000.0,1.0,1.0,1.0
36540000.0,1.0,1.0,1.0
36600000.0,1.0,1.0,1.0
36660000.0,1.0,1.0,1.0
36720000.0,1.0,1.0,1.0
36780000.0,1.0,1.0,1.0
36840000.0,1.0,1.0,1.0
36900000.0,1.0,1.0,1.0
36960000.0,1.0,1.0,1.0
37020000.0,1.0,1.0,1.0
37080000.0,1.0,1.0,1.0
37140000.0,1.0,1.0,1.0
37200000.0,1.0,1.0,1.0
37260000.0,1.0,1.0,1.0
37320000.0,1.0,1.0,1.0
37380000.0,1.0,1.0,1.0
37440000.0,1.0,1.0,1.0
37500000.0,1.0,1.0,1.0
37560000.0,1.0,1.0,1.0
37620000.0,1.0,1.0,1.0
37680000.0,1.0,1.0,1.0
37740000.0,1.0,1.0,1.0
37800000.0,1.0,1.0,1.0
37860000.0,1.0,1.0,1.0
37920000.0,1.0,1.0,1.0
37980000.0,1.0,1.0,1.0
38040000.0,1.0,1.0,1.0
38100000.0,1.0,1.0,1.0
38160000.0,1.0,1.0,1.0
38220000.0,1.0,1.0,1.0
38280000.0,1.0,1.0,1.0
38340000.0,1.0,1.0,1.0
38400000.0,1.0,1.0,1.0
38460000.0,1.0,1.0,1.0
38520000.0,1.0,1.0,1.0
38580000.0,1.0,1.0,1.0
38640000.0,1.0,1.0,1.0
38700000.0,1.0,1.0,1.0
38760000.0,1.0,1.0,1.0
38820000.0,1.0,1.0,1.0
38880000.0,1.0,1.0,1.0
38940000.0,1.0,1.0,1.0
39000000.0,1.0,1.0,1.0
39060000.0,1.0,1.0,1.0
39120000.0,1.0,1.0,1.0
39180000.0,1.0,1.0,1.0
39240000.0,1.0,1.0,1.0
39300000.0,1.0,1.0,1.0
39360000.0,1.0,1.0,1.0
39420000.0,1.0,1.0,1.0
39480000.0,1.0,1.0,1.0
39540000.0,1.0,1.0,1.0
39600000.0,1.0,1.0,1.0
39660000.0,1.0,1.0,1.0
39720000.0,1.0,1.0,1.0
39780000.0,1.0,1.0,1.0
39840000.0,1.0,1.0,1.0
39900000.0,1.0,1.0,1.0
39960000.0,1.0,1.0,1.0
40020000.0,1.0,1.0,1.0
40080000.0,1.0,1.0,1.0
40140000.0,1.0,1.0,1.0
40200000.0,1.0,1.0,1.0
40260000.0,1.0,1.0,1.0
40320000.0,1.0,1.0,1.0
40380000.0,1.0,1.0,1.0
40440000.0,1.0,1.0,1.0
40500000.0,1.0,1.0,1.0
40560000.0,1.0,1.0,1.0
40620000.0,1.0,1.0,1.0
40680000.0,1.0,1.0,1.0
40740000.0,1.0,1.0,1.0
40800000.0,1.0,1.0,1.0
40860000.0,1.0,1.0,1.0
40920000.0,1.0,1.0,1.0
40980000.0,1.0,1.0,1.0
41040000.0,1.0,1.0,1.0
41100000.0,1.0,1.0,1.0
41160000.0,1.0,1.0,1.0
41220000.0,1.0,1.0,1.0
41280000.0,1.0,1.0,1.0
41340000.0,1.0,1.0,1.0
41400000.0,1.0,1.0,1.0
41460000.0,1.0,1.0,1.0
41520000.0,1.0,1.0,1.0
41580000.0,1.0,1.0,1.0
41640000.0,1.0,1.0,1.0
41700000.0,1.0,1.0,1.0
41760000.0,1.0,1.0,1.0
41820000.0,1.0,1.0,1.0
41880000.0,1.0,1.0,1.0
41940000.0,1.0,1.0,1.0
42000000.0,1.0,1.0,1.0
42060000.0,1.0,1.0,1.0
42120000.0,1.0,1.0,1.0
42180000.0,1.0,1.0,1.0
42240000.0,1.0,1.0,1.0
42300000.0,1.0,1.0,1.0
42360000.0,1.0,1.0,1.0
42420000.0,1.0,1.0,1.0
42480000.0,1.0,1.0,1.0
42540000.0,1.0,1.0,1.0
42600000.0,1.0,1.0,1.0
42660000.0,1.0,1.0,1.0
42720000.0,1.0,1.0,1.0
42780000.0,1.0,1.0,1.0
42840000.0,1.0,1.0,1.0
42900000.0,1.0,1.0,1.0
42960000.0,1.0,1.0,1.0
43020000.0,1.0,1.0,1.0
43080000.0,1.0,1.0,1.0
43140000.0,1.0,1.0,1.0
43200000.0,1.0,1.0,1.0
43260000.0,1.0,1.0,1.0
43320000.0,1.0,1.0,1.0
43380000.0,1.0,1.0,1.0
43440000.0,1.0,1.0,1.0
43500000.0,1.0,1.0,1.0
43560000.0,1.0,1.0,1.0
43620000.0,1.0,1.0,1.0
43680000.0,1.0,1.0,1.0
43740000.0,1.0,1.0,1.0
43800000.0,1.0,1.0,1.0
43860000.0,1.0,1.0,1.0
43920000.0,1.0,1.0,1.0
43980000.0,1.0,1.0,1.0
44040000.0,1.0,1.0,1.0
44100000.0,1.0,1.0,1.0
44160000.0,1.0,1.0,1.0
44220000.0,1.0,1.0,1.0
44280000.0,1.0,1.0,1.0
44340000.0,1.0,1.0,1.0
44400000.0,1.0,1.0,1.0
44460000.0,1.0,1.0,1.0
44520000.0,1.0,1.0,1.0
44580000.0,1.0,1.0,1.0
44640000.0,1.0,1.0,1.0
44700000.0,1.0,1.0,1.0
44760000.0,1.0,1.0,1.0
44820000.0,1.0,1.0,1.0
44880000.0,1.0,1.0,1.0
44940000.0,1.0,1.0,1.0
45000000.0,1.0,1.0,1.0
45060000.0,1.0,1.0,1.0
45120000.0,1.0,1.0,1.0
45180000.0,1.0,1.0,1.0
45240000.0,1.0,1.0,1.0
45300000.0,1.0,1.0,1.0
45360000.0,1.0,1.0,1.0
45420000.0,1.0,1.0,1.0
45480000.0,1.0,1.0,1.0
45540000.0,1.0,1.0,1.0
45600000.0,1.0,1.0,1.0
45660000.0,1.0,1.0,1.0
45720000.0,1.0,1.0,1.0
45780000.0,1.0,1.0,1.0
45840000.0,1.0,1.0,1.0
45900000.0,1.0,1.0,1.0
45960000.0,1.0,1.0,1.0
46020000.0,1.0,1.0,1.0
46080000.0,1.0,1.0,1.0
46140000.0,1.0,1.0,1.0
46200000.0,1.0,1.0,1.0
46260000.0,1.0,1.0,1.0
46320000.0,1.0,1.0,1.0
46380000.0,1.0,1.0,1.0
46440000.0,1.0,1.0,1.0
46500000.0,1.0,1.0,1.0
