time,rateConstant,difficulty,ratio
46560000.0,1.0,1.0,1.0
46620000.0,1.0,1.0,1.0
46680000.0,1.0,1.0,1.0
46740000.0,1.0,1.0,1.0
46800000.0,1.0,1.0,1.0
46860000.0,1.0,1.0,1.0
46920000.0,1.0,1.0,1.0
46980000.0,1.0,1.0,1.0
47040000.0,1.0,1.0,1.0
47100000.0,1.0,1.0,1.0
47160000.0,1.0,1.0,1.0
47220000.0,1.0,1.0,1.0
47280000.0,1.0,1.0,1.0
47340000.0,1.0,1.0,1.0
47400000.0,1.0,1.0,1.0
47460000.0,1.0,1.0,1.0
47520000.0,1.0,1.0,1.0
47580000.0,1.0,1.0,1.0
47640000.0,1.0,1.0,1.0
47700000.0,1.0,1.0,1.0
47760000.0,1.0,1.0,1.0
47820000.0,1.0,1.0,1.0
47880000.0,1.0,1.0,1.0
47940000.0,1.0,1.0,1.0
48000000.0,1.0,1.0,1.0
48060000.0,1.0,1.0,1.0
48120000.0,1.0,1.0,1.0
48180000.0,1.0,1.0,1.0
48240000.0,1.0,1.0,1.0
48300000.0,1.0,1.0,1.0
48360000.0,1.0,1.0,1.0
48420000.0,1.0,1.0,1.0
48480000.0,1.0,1.0,1.0
48540000.0,1.0,1.0,1.0
48600000.0,1.0,1.0,1.0
48660000.0,1.0,1.0,1.0
48720000.0,1.0,1.0,1.0
48780000.0,1.0,1.0,1.0
48840000.0,1.0,1.0,1.0
48900000.0,1.0,1.0,1.0
48960000.0,1.0,1.0,1.0
49020000.0,1.0,1.0,1.0
49080000.0,1.0,1.0,1.0
49140000.0,1.0,1.0,1.0
49200000.0,1.0,1.0,1.0
49260000.0,1.0,1.0,1.0
49320000.0,1.0,1.0,1.0
49380000.0,1.0,1.0,1.0
49440000.0,1.0,1.0,1.0
49500000.0,1.0,1.0,1.0
49560000.0,1.0,1.0,1.0
49620000.0,1.0,1.0,1.0
49680000.0,1.0,1.0,1.0
49740000.0,1.0,1.0,1.0
49800000.0,1.0,1.0,1.0
49860000.0,1.0,1.0,1.0
49920000.0,1.0,1.0,1.0
49980000.0,1.0,1.0,1.0
50040000.0,1.0,1.0,1.0
50100000.0,1.0,1.0,1.0
50160000.0,1.0,1.0,1.0
50220000.0,1.0,1.0,1.0
50280000.0,1.0,1.0,1.0
50340000.0,1.0,1.0,1.0
50400000.0,1.0,1.0,1.0
50460000.0,1.0,1.0,1.0
50520000.0,1.0,1.0,1.0
50580000.0,1.0,1.0,1.0
50640000.0,1.0,1.0,1.0
50700000.0,1.0,1.0,1.0
50760000.0,1.0,1.0,1.0
50820000.0,1.0,1.0,1.0
50880000.0,1.0,1.0,1.0
50940000.0,1.0,1.0,1.0
51000000.0,1.0,1.0,1.0
51060000.0,1.0,1.0,1.0
51120000.0,1.0,1.0,1.0
51180000.0,1.0,1.0,1.0
51240000.0,1.0,1.0,1.0
51300000.0,1.0,1.0,1.0
51360000.0,1.0,1.0,1.0
51420000.0,1.0,1.0,1.0
51480000.0,1.0,1.0,1.0
51540000.0,1.0,1.0,1.0
51600000.0,1.0,1.0,1.0
51660000.0,1.0,1.0,1.0
51720000.0,1.0,1.0,1.0
51780000.0,1.0,1.0,1.0
51840000.0,1.0,1.0,1.0
51900000.0,1.0,1.0,1.0
51960000.0,1.0,1.0,1.0
52020000.0,1.0,1.0,1.0
52080000.0,1.0,1.0,1.0
52140000.0,1.0,1.0,1.0
52200000.0,1.0,1.0,1.0
52260000.0,1.0,1.0,1.0
52320000.0,1.0,1.0,1.0
52380000.0,1.0,1.0,1.0
52440000.0,1.0,1.0,1.0
52500000.0,1.0,1.0,1.0
52560000.0,1.0,1.0,1.0
52620000.0,1.0,1.0,1.0
52680000.0,1.0,1.0,1.0
52740000.0,1.0,1.0,1.0
52800000.0,1.0,1.0,1.0
52860000.0,1.0,1.0,1.0
52920000.0,1.0,1.0,1.0
52980000.0,1.0,1.0,1.0
53040000.0,1.0,1.0,1.0
53100000.0,1.0,1.0,1.0
53160000.0,1.0,1.0,1.0
53220000.0,1.0,1.0,1.0
53280000.0,1.0,1.0,1.0
53340000.0,1.0,1.0,1.0
53400000.0,1.0,1.0,1.0
53460000.0,1.0,1.0,1.0
53520000.0,1.0,1.0,1.0
53580000.0,1.0,1.0,1.0
53640000.0,1.0,1.0,1.0
53700000.0,1.0,1.0,1.0
53760000.0,1.0,1.0,1.0
53820000.0,1.0,1.0,1.0
53880000.0,1.0,1.0,1.0
53940000.0,1.0,1.0,1.0
54000000.0,1.0,1.0,1.0
54060000.0,1.0,1.0,1.0
54120000.0,1.0,1.0,1.0
54180000.0,1.0,1.0,1.0
54240000.0,1.0,1.0,1.0
54300000.0,1.0,1.0,1.0
54360000.0,1.0,1.0,1.0
54420000.0,1.0,1.0,1.0
54480000.0,1.0,1.0,1.0
54540000.0,1.0,1.0,1.0
54600000.0,1.0,1.0,1.0
54660000.0,1.0,1.0,1.0
54720000.0,1.0,1.0,1.0
54780000.0,1.0,1.0,1.0
54840000.0,1.0,1.0,1.0
54900000.0,1.0,1.0,1.0
54960000.0,1.0,1.0,1.0
55020000.0,1.0,1.0,1.0
55080000.0,1.0,1.0,1.0
55140000.0,1.0,1.0,1.0
55200000.0,1.0,1.0,1.0
55260000.0,1.0,1.0,1.0
55320000.0,1.0,1.0,1.0
55380000.0,1.0,1.0,1.0
55440000.0,1.0,1.0,1.0
55500000.0,1.0,1.0,1.0
55560000.0,1.0,1.0,1.0
55620000.0,1.0,1.0,1.0
55680000.0,1.0,1.0,1.0
55740000.0,1.0,1.0,1.0
55800000.0,1.0,1.0,1.0
55860000.0,1.0,1.0,1.0
55920000.0,1.0,1.0,1.0
55980000.0,1.0,1.0,1.0
56040000.0,1.0,1.0,1.0
56100000.0,1.0,1.0,1.0
56160000.0,1.0,1.0,1.0
56220000.0,1.0,1.0,1.0
56280000.0,1.0,1.0,1.0
56340000.0,1.0,1.0,1.0
56400000.0,1.0,1.0,1.0
56460000.0,1.0,1.0,1.0
56520000.0,1.0,1.0,1.0
56580000.0,1.0,1.0,1.0
56640000.0,1.0,1.0,1.0
56700000.0,1.0,1.0,1.0
56760000.0,1.0,1.0,1.0
56820000.0,1.0,1.0,1.0
56880000.0,1.0,1.0,1.0
56940000.0,1.0,1.0,1.0
57000000.0,1.0,1.0,1.0
57060000.0,1.0,1.0,1.0
57120000.0,1.0,1.0,1.0
57180000.0,1.0,1.0,1.0
57240000.0,1.0,1.0,1.0
57300000.0,1.0,1.0,1.0
57360000.0,1.0,1.0,1.0
57420000.0,1.0,1.0,1.0
57480000.0,1.0,1.0,1.0
57540000.0,1.0,1.0,1.0
57600000.0,1.0,1.0,1.0
57660000.0,1.0,1.0,1.0
57720000.0,1.0,1.0,1.0
57780000.0,1.0,1.0,1.0
57840000.0,1.0,1.0,1.0
57900000.0,1.0,1.0,1.0
57960000.0,1.0,1.0,1.0
58020000.0,1.0,1.0,1.0
58080000.0,1.0,1.0,1.0
58140000.0,1.0,1.0,1.0
58200000.0,1.0,1.0,1.0
58260000.0,1.0,1.0,1.0
58320000.0,1.0,1.0,1.0
58380000.0,1.0,1.0,1.0
58440000.0,1.0,1.0,1.0
58500000.0,1.0,1.0,1.0
58560000.0,1.0,1.0,1.0
58620000.0,1.0,1.0,1.0
58680000.0,1.0,1.0,1.0
58740000.0,1.0,1.0,1.0
58800000.0,1.0,1.0,1.0
58860000.0,1.0,1.0,1.0
58920000.0,1.0,1.0,1.0
58980000.0,1.0,1.0,1.0
59040000.0,1.0,1.0,1.0
59100000.0,1.0,1.0,1.0
59160000.0,1.0,1.0,1.0
59220000.0,1.0,1.0,1.0
59280000.0,1.0,1.0,1.0
59340000.0,1.0,1.0,1.0
59400000.0,1.0,1.0,1.0
59460000.0,1.0,1.0,1.0
59520000.0,1.0,1.0,1.0
59580000.0,1.0,1.0,1.0
59640000.0,1.0,1.0,1.0
59700000.0,1.0,1.0,1.0
59760000.0,1.0,1.0,1.0
59820000.0,1.0,1.0,1.0
59880000.0,1.0,1.0,1.0
59940000.0,1.0,1.0,1.0
60000000.0,1.0,1.0,1.0
60060000.0,1.0,1.0,1.0
60120000.0,1.0,1.0,1.0
60180000.0,1.0,1.0,1.0
60240000.0,1.0,1.0,1.0
60300000.0,1.0,1.0,1.0
60360000.0,1.0,1.0,1.0
60420000.0,1.0,1.0,1.0
60480000.0,1.0,1.0,1.0
60540000.0,1.0,1.0,1.0
60600000.0,1.0,1.0,1.0
60660000.0,1.0,1.0,1.0
60720000.0,1.0,1.0,1.0
60780000.0,1.0,1.0,1.0
60840000.0,1.0,1.0,1.0
60900000.0,1.0,1.0,1.0
60960000.0,1.0,1.0,1.0
61020000.0,1.0,1.0,1.0
61080000.0,1.0,1.0,1.0
61140000.0,1.0,1.0,1.0
61200000.0,1.0,1.0,1.0
61260000.0,1.0,1.0,1.0
61320000.0,1.0,1.0,1.0
61380000.0,1.0,1.0,1.0
61440000.0,1.0,1.0,1.0
61500000.0,1.0,1.0,1.0
61560000.0,1.0,1.0,1.0
61620000.0,1.0,1.0,1.0
61680000.0,1.0,1.0,1.0
61740000.0,1.0,1.0,1.0
61800000.0,1.0,1.0,1.0
61860000.0,1.0,1.0,1.0
61920000.0,1.0,1.0,1.0
61980000.0,1.0,1.0,1.0
62040000.0,1.0,1.0,1.0
62100000.0,1.0,1.0,1.0
62160000.0,1.0,1.0,1.0
62220000.0,1.0,1.0,1.0
62280000.0,1.0,1.0,1.0
62340000.0,1.0,1.0,1.0
62400000.0,1.0,1.0,1.0
62460000.0,1.0,1.0,1.0
62520000.0,1.0,1.0,1.0
62580000.0,1.0,1.0,1.0
62640000.0,1.0,1.0,1.0
62700000.0,1.0,1.0,1.0
62760000.0,1.0,1.0,1.0
62820000.0,1.0,1.0,1.0
62880000.0,1.0,1.0,1.0
62940000.0,1.0,1.0,1.0
63000000.0,1.0,1.0,1.0
63060000.0,1.0,1.0,1.0
63120000.0,1.0,1.0,1.0
63180000.0,1.0,1.0,1.0
63240000.0,1.0,1.0,1.0
63300000.0,1.0,1.0,1.0
63360000.0,1.0,1.0,1.0
63420000.0,1.0,1.0,1.0
63480000.0,1.0,1.0,1.0
63540000.0,1.0,1.0,1.0
63600000.0,1.0,1.0,1.0
63660000.0,1.0,1.0,1.0
63720000.0,1.0,1.0,1.0
63780000.0,1.0,1.0,1.0
63840000.0,1.0,1.0,1.0
63900000.0,1.0,1.0,1.0
63960000.0,1.0,1.0,1.0
64020000.0,1.0,1.0,1.0
64080000.0,1.0,1.0,1.0
64140000.0,1.0,1.0,1.0
64200000.0,1.0,1.0,1.0
64260000.0,1.0,1.0,1.0
64320000.0,1.0,1.0,1.0
64380000.0,1.0,1.0,1.0
64440000.0,1.0,1.0,1.0
64500000.0,1.0,1.0,1.0
64560000.0,1.0,1.0,1.0
64620000.0,1.0,1.0,1.0
64680000.0,1.0,1.0,1.0
64740000.0,1.0,1.0,1.0
64800000.0,1.0,1.0,1.0
64860000.0,1.0,1.0,1.0
64920000.0,1.0,1.0,1.0
64980000.0,1.0,1.0,1.0
65040000.0,1.0,1.0,1.0
65100000.0,1.0,1.0,1.0
65160000.0,1.0,1.0,1.0
65220000.0,1.0,1.0,1.0
65280000.0,1.0,1.0,1.0
65340000.0,1.0,1.0,1.0
65400000.0,1.0,1.0,1.0
65460000.0,1.0,1.0,1.0
65520000.0,1.0,1.0,1.0
65580000.0,1.0,1.0,1.0
65640000.0,1.0,1.0,1.0
65700000.0,1.0,1.0,1.0
65760000.0,1.0,1.0,1.0
65820000.0,1.0,1.0,1.0
65880000.0,1.0,1.0,1.0
65940000.0,1.0,1.0,1.0
66000000.0,1.0,1.0,1.0
66060000.0,1.0,1.0,1.0
66120000.0,1.0,1.0,1.0
66180000.0,1.0,1.0,1.0
66240000.0,1.0,1.0,1.0
66300000.0,1.0,1.0,1.0
66360000.0,1.0,1.0,1.0
66420000.0,1.0,1.0,1.0
66480000.0,1.0,1.0,1.0
66540000.0,1.0,1.0,1.0
66600000.0,1.0,1.0,1.0
66660000.0,1.0,1.0,1.0
66720000.0,1.0,1.0,1.0
66780000.0,1.0,1.0,1.0
66840000.0,1.0,1.0,1.0
66900000.0,1.0,1.0,1.0
66960000.0,1.0,1.0,1.0
67020000.0,1.0,1.0,1.0
67080000.0,1.0,1.0,1.0
67140000.0,1.0,1.0,1.0
67200000.0,1.0,1.0,1.0
67260000.0,1.0,1.0,1.0
67320000.0,1.0,1.0,1.0
67380000.0,1.0,1.0,1.0
67440000.0,1.0,1.0,1.0
67500000.0,1.0,1.0,1.0
67560000.0,1.0,1.0,1.0
67620000.0,1.0,1.0,1.0
67680000.0,1.0,1.0,1.0
67740000.0,1.0,1.0,1.0
67800000.0,1.0,1.0,1.0
67860000.0,1.0,1.0,1.0
67920000.0,1.0,1.0,1.0
67980000.0,1.0,1.0,1.0
68040000.0,1.0,1.0,1.0
68100000.0,1.0,1.0,1.0
68160000.0,1.0,1.0,1.0
68220000.0,1.0,1.0,1.0
68280000.0,1.0,1.0,1.0
68340000.0,1.0,1.0,1.0
68400000.0,1.0,1.0,1.0
68460000.0,1.0,1.0,1.0
68520000.0,1.0,1.0,1.0
68580000.0,1.0,1.0,1.0
68640000.0,1.0,1.0,1.0
68700000.0,1.0,1.0,1.0
68760000.0,1.0,1.0,1.0
68820000.0,1.0,1.0,1.0
68880000.0,1.0,1.0,1.0
68940000.0,1.0,1.0,1.0
69000000.0,1.0,1.0,1.0
69060000.0,1.0,1.0,1.0
69120000.0,1.0,1.0,1.0
69180000.0,1.0,1.0,1.0
69240000.0,1.0,1.0,1.0
69300000.0,1.0,1.0,1.0
69360000.0,1.0,1.0,1.0
69420000.0,1.0,1.0,1.0
69480000.0,1.0,1.0,1.0
69540000.0,1.0,1.0,1.0
69600000.0,1.0,1.0,1.0
69660000.0,1.0,1.0,1.0
69720000.0,1.0,1.0,1.0
69780000.0,1.0,1.0,1.0
69840000.0,1.0,1.0,1.0
69900000.0,1.0,1.0,1.0
69960000.0,1.0,1.0,1.0
70020000.0,1.0,1.0,1.0
70080000.0,1.0,1.0,1.0
70140000.0,1.0,1.0,1.0
70200000.0,1.0,1.0,1.0
70260000.0,1.0,1.0,1.0
70320000.0,1.0,1.0,1.0
70380000.0,1.0,1.0,1.0
70440000.0,1.0,1.0,1.0
70500000.0,1.0,1.0,1.0
70560000.0,1.0,1.0,1.0
70620000.0,1.0,1.0,1.0
70680000.0,1.0,1.0,1.0
70740000.0,1.0,1.0,1.0
70800000.0,1.0,1.0,1.0
70860000.0,1.0,1.0,1.0
70920000.0,1.0,1.0,1.0
70980000.0,1.0,1.0,1.0
71040000.0,1.0,1.0,1.0
71100000.0,1.0,1.0,1.0
71160000.0,1.0,1.0,1.0
71220000.0,1.0,1.0,1.0
71280000.0,1.0,1.0,1.0
71340000.0,1.0,1.0,1.0
71400000.0,1.0,1.0,1.0
71460000.0,1.0,1.0,1.0
71520000.0,1.0,1.0,1.0
71580000.0,1.0,1.0,1.0
71640000.0,1.0,1.0,1.0
71700000.0,1.0,1.0,1.0
71760000.0,1.0,1.0,1.0
71820000.0,1.0,1.0,1.0
71880000.0,1.0,1.0,1.0
71940000.0,1.0,1.0,1.0
72006000.0,1.1,1.0,1.0
72072000.0,1.1,1.0,1.0
72138000.0,1.1,1.0,1.0
72204000.0,1.1,1.0,1.0
72270000.0,1.1,1.0,1.0
72336000.0,1.1,1.0,1.0
72402000.0,1.1,1.0,1.0
72468000.0,1.1,1.0,1.0
72534000.0,1.1,1.0,1.0
72600000.0,1.1,1.0,1.0
72666000.0,1.1,1.0,1.0
72732000.0,1.1,1.0,1.0
72798000.0,1.1,1.0,1.0
72864000.0,1.1,1.0,1.0
72930000.0,1.1,1.0,1.0
72996000.0,1.1,1.0,1.0
73062000.0,1.1,1.0,1.0
73128000.0,1.1,1.0,1.0
73194000.0,1.1,1.0,1.0
73260000.0,1.1,1.0,1.0
73326000.0,1.1,1.0,1.0
73392000.0,1.1,1.0,1.0
73458000.0,1.1,1.0,1.0
73524000.0,1.1,1.0,1.0
73590000.0,1.1,1.0,1.0
73656000.0,1.1,1.0,1.0
73722000.0,1.1,1.0,1.0
73788000.0,1.1,1.0,1.0
73854000.0,1.1,1.0,1.0
73920000.0,1.1,1.0,1.0
73986000.0,1.1,1.0,1.0
74052000.0,1.1,1.0,1.0
74118000.0,1.1,1.0,1.0
74184000.0,1.1,1.0,1.0
74250000.0,1.1,1.0,1.0
74316000.0,1.1,1.0,1.0
74382000.0,1.1,1.0,1.0
74448000.0,1.1,1.0,1.0
74514000.0,1.1,1.0,1.0
74580000.0,1.1,1.0,1.0
74646000.0,1.1,1.0,1.0
74712000.0,1.1,1.0,1.0
74778000.0,1.1,1.0,1.0
74844000.0,1.1,1.0,1.0
74910000.0,1.1,1.0,1.0
74976000.0,1.1,1.0,1.0
75042000.0,1.1,1.0,1.0
75108000.0,1.1,1.0,1.0
75174000.0,1.1,1.0,1.0
75240000.0,1.1,1.0,1.0
75306000.0,1.1,1.0,1.0
75372000.0,1.1,1.0,1.0
75438000.0,1.1,1.0,1.0
75504000.0,1.1,1.0,1.0
75570000.0,1.1,1.0,1.0
75636000.0,1.1,1.0,1.0
75702000.0,1.1,1.0,1.0
75768000.0,1.1,1.0,1.0
75834000.0,1.1,1.0,1.0
75900000.0,1.1,1.0,1.0
75966000.0,1.1,1.0,1.0
76032000.0,1.1,1.0,1.0
76098000.0,1.1,1.0,1.0
76164000.0,1.1,1.0,1.0
76230000.0,1.1,1.0,1.0
76296000.0,1.1,1.0,1.0
76362000.0,1.1,1.0,1.0
76428000.0,1.1,1.0,1.0
76494000.0,1.1,1.0,1.0
76560000.0,1.1,1.0,1.0
76626000.0,1.1,1.0,1.0
76692000.0,1.1,1.0,1.0
76758000.0,1.1,1.0,1.0
76824000.0,1.1,1.0,1.0
76890000.0,1.1,1.0,1.0
76956000.0,1.1,1.0,1.0
77022000.0,1.1,1.0,1.0
77088000.0,1.1,1.0,1.0
77154000.0,1.1,1.0,1.0
77220000.0,1.1,1.0,1.0
77286000.0,1.1,1.0,1.0
77352000.0,1.1,1.0,1.0
77418000.0,1.1,1.0,1.0
77484000.0,1.1,1.0,1.0
77550000.0,1.1,1.0,1.0
77616000.0,1.1,1.0,1.0
77682000.0,1.1,1.0,1.0
77748000.0,1.1,1.0,1.0
77814000.0,1.1,1.0,1.0
77880000.0,1.1,1.0,1.0
77946000.0,1.1,1.0,1.0
78012000.0,1.1,1.0,1.0
78078000.0,1.1,1.0,1.0
78144000.0,1.1,1.0,1.0
78210000.0,1.1,1.0,1.0
78276000.0,1.1,1.0,1.0
78342000.0,1.1,1.0,1.0
78408000.0,1.1,1.0,1.0
78474000.0,1.1,1.0,1.0
78540000.0,1.1,1.0,1.0
78606000.0,1.1,1.0,1.0
78672000.0,1.1,1.0,1.0
78738000.0,1.1,1.0,1.0
78804000.0,1.1,1.0,1.0
78870000.0,1.1,1.0,1.0
78936000.0,1.1,1.0,1.0
79002000.0,1.1,1.0,1.0
79068000.0,1.1,1.0,1.0
79134000.0,1.1,1.0,1.0
79200000.0,1.1,1.0,1.0
79266000.0,1.1,1.0,1.0
79332000.0,1.1,1.0,1.0
79398000.0,1.1,1.0,1.0
79464000.0,1.1,1.0,1.0
79530000.0,1.1,1.0,1.0
79596000.0,1.1,1.0,1.0
79662000.0,1.1,1.0,1.0
79728000.0,1.1,1.0,1.0
79794000.0,1.1,1.0,1.0
79860000.0,1.1,1.0,1.0
79926000.0,1.1,0.9998957355854446,0.9998957355854446
79992000.0,1.1,0.9996872502360732,0.999791492910759
80058000.0,1.1,0.9993746200108351,0.9996872719691441
80124000.0,1.1,0.9989579535025962,0.9995830727538044
80190000.0,1.1,0.9984373917759143,0.9994788952579469
80256000.0,1.1,0.9978131082879343,0.9993747394747812
80322000.0,1.1,0.9970853087924654,0.99927060539752
80388000.0,1.1,0.9962542312273122,0.999166493019379
80454000.0,1.1,0.9953201455849489,0.9990624023335765
80520000.0,1.1,0.9942833537666311,0.9989583333333333
80586000.0,1.1,0.9931441894200597,0.9988542860118738
80652000.0,1.1,0.9919030177607137,0.9987502603624245
80718000.0,1.1,0.9905602353769908,0.998646256378215
80784000.0,1.1,0.9891162700192984,0.9985422740524781
80850000.0,1.1,0.9875715803732504,0.9984383133784487
80916000.0,1.1,0.9859266558171426,0.998334374349365
80982000.0,1.1,0.9841820161638802,0.9982304569584678
81048000.0,1.1,0.9823382113875533,0.9981265611990009
81114000.0,1.1,0.9803958213348565,0.9980226870642106
81180000.0,1.1,0.9783554554215684,0.9979188345473464
81246000.0,1.1,0.9762177523143108,0.9978150036416606
81312000.0,1.1,0.9739833795978193,0.9977111943404077
81378000.0,1.1,0.9716530334279712,0.9976074066368459
81444000.0,1.1,0.9692274381708178,0.9975036405242353
81510000.0,1.1,0.9667073460278879,0.9973998959958398
81576000.0,1.1,0.9640935366480288,0.9972961730449251
81642000.0,1.1,0.961386816726068,0.9971924716647603
81708000.0,1.1,0.958588019588583,0.9970887918486171
81774000.0,1.1,0.9556980047670767,0.9969851335897703
81840000.0,1.1,0.9527176575588633,0.9968814968814969
81906000.0,1.1,0.9496478885759794,0.996777881717077
81972000.0,1.1,0.9464896332824403,0.9966742880897941
82038000.0,1.1,0.9432438515201707,0.9965707159929336
82104000.0,1.1,0.9399115270239439,0.9964671654197838
82170000.0,1.1,0.9364936669256748,0.9963636363636362
82236000.0,1.1,0.9329913012484127,0.996260128817785
82302000.0,1.1,0.9294054823903891,0.996156642775527
82368000.0,1.1,0.9257372845994841,0.9960531782301622
82434000.0,1.1,0.9219878034384726,0.9959497351749923
82500000.0,1.1,0.9181581552414281,0.9958463136033229
82566000.0,1.1,0.9142494765616546,0.9957429135084622
82632000.0,1.1,0.910262923611531,0.9956395348837209
82698000.0,1.1,0.9061996716946521,0.9955361777224127
82764000.0,1.1,0.9020609146306532,0.9954328420178533
82830000.0,1.1,0.8978478641731151,0.9953295277633628
82896000.0,1.1,0.8935617494209395,0.9952262349522621
82962000.0,1.1,0.8892038162235975,0.9951229635778769
83028000.0,1.1,0.8847753265806494,0.9950197136335338
83094000.0,1.1,0.8802775580359402,0.9949164851125636
83160000.0,1.1,0.8757118030668741,0.9948132780082988
83220000.0,1.0,0.8710793684691757,0.9947100923140753
83280000.0,1.0,0.8663815747375434,0.9946069280232316
83340000.0,1.0,0.861619755442605,0.9945037851291091
83400000.0,1.0,0.8567952566045813,0.9944006636250519
83460000.0,1.0,0.8519094360640679,0.9942975635044063
83520000.0,1.0,0.8469636628503432,0.9941944847605224
83580000.0,1.0,0.8419593165476097,0.9940914273867523
83640000.0,1.0,0.8368977866595746,0.9939883913764509
83700000.0,1.0,0.8317804719727764,0.9938853767229764
83760000.0,1.0,0.8266087799190596,0.993782383419689
83820000.0,1.0,0.8213841259376004,0.9936794114599523
83880000.0,1.0,0.8161079328368822,0.9935764608371321
83940000.0,1.0,0.8107816301570185,0.9934735315445975
84000000.0,1.0,0.805406653532816,0.9933706235757197
84060000.0,1.0,0.7999844440579705,0.9932677369238736
84120000.0,1.0,0.7945164476507806,0.9931648715824357
84180000.0,1.0,0.7890041144217651,0.9930620275447861
84240000.0,1.0,0.7834488980435625,0.9929592048043073
84300000.0,1.0,0.7778522551234873,0.9928564033543844
84360000.0,1.0,0.7722156445791142,0.9927536231884058
84420000.0,1.0,0.7665405270172554,0.9926508642997618
84480000.0,1.0,0.760828364116692,0.9925481266818462
84540000.0,1.0,0.7550806180150135,0.9924454103280553
84600000.0,1.0,0.749298750699915,0.9923427152317881
84660000.0,1.0,0.7434842234052959,0.9922400413864458
84720000.0,1.0,0.737638496012496,0.9921373887854333
84780000.0,1.0,0.7317630264570019,0.992034757422158
84840000.0,1.0,0.7258592701409441,0.9919321472900289
84900000.0,1.0,0.7199286793517069,0.9918295583824595
84960000.0,1.0,0.7139727026869563,0.9917269906928643
85020000.0,1.0,0.7079927844863935,0.9916244442146623
85080000.0,1.0,0.7019903642705245,0.9915219189412737
85140000.0,1.0,0.6959668761867394,0.9914194148661222
85200000.0,1.0,0.6899237484629761,0.9913169319826339
85260000.0,1.0,0.6838624028692445,0.9912144702842377
85320000.0,1.0,0.6777842541872732,0.9911120297643655
85380000.0,1.0,0.6716907096885346,0.9910096104164513
85440000.0,1.0,0.6655831686208976,0.9909072122339326
85500000.0,1.0,0.6594630217041438,0.990804835210249
85560000.0,1.0,0.6533316506345804,0.9907024793388428
85620000.0,1.0,0.6471904275989696,0.9906001446131596
85680000.0,1.0,0.6410407147979879,0.9904978310266473
85740000.0,1.0,0.634883863979418,0.9903955385727565
85800000.0,1.0,0.62872121598127,0.99029326724494
85860000.0,1.0,0.6225541002850159,0.9901910170366547
85920000.0,1.0,0.6163838345791145,0.9900887879413588
85980000.0,1.0,0.6102117243329934,0.9899865799525136
86040000.0,1.0,0.6040390623816481,0.9898843930635838
86100000.0,1.0,0.5978671285210037,0.9897822272680359
86160000.0,1.0,0.5916971891141822,0.9896800825593397
86220000.0,1.0,0.5855304967088028,0.9895779589309669
86280000.0,1.0,0.5793682896654372,0.9894758563763927
86340000.0,1.0,0.5732117917973324,0.9893737748890953
86400000.0,1.0,0.5670622120214996,0.9892717144625541
86460000.0,1.0,0.5609207440212668,0.9891696750902527
86520000.0,1.0,0.5547885659203742,0.9890676567656764
86580000.0,1.0,0.5486668399686901,0.9889656594823141
86640000.0,1.0,0.54255671223961,0.9888636832336563
86700000.0,1.0,0.5364593123391957,0.9887617280131972
86760000.0,1.0,0.5303757531271017,0.9886597938144329
86820000.0,1.0,0.5243071304493254,0.9885578806308629
86880000.0,1.0,0.5182545228828108,0.9884559884559884
86940000.0,1.0,0.5122189914919257,0.9883541172833143
87000000.0,1.0,0.5062015795968227,0.9882522671063477
87060000.0,1.0,0.5002033125536866,0.9881504379185984
87120000.0,1.0,0.4942251975468632,0.9880486297135793
87180000.0,1.0,0.48826822339285236,0.9879468424848047
87240000.0,1.0,0.4823333603561447,0.9878450762257929
87300000.0,1.0,0.4764215599768696,0.9877433309300646
87360000.0,1.0,0.47053375491021404,0.987641606591143
87420000.0,1.0,0.464670858777567,0.9875399032025538
87480000.0,1.0,0.45883376602933146,0.9874382207578253
87540000.0,1.0,0.45302335181934406,0.987336559250489
87600000.0,1.0,0.4472404718908286,0.9872349186740785
87660000.0,1.0,0.44148596247380817,0.9871332990221308
87720000.0,1.0,0.4357606401938885,0.9870317002881845
87780000.0,1.0,0.4300653019923218,0.9869301224657817
87840000.0,1.0,0.42440072505725107,0.9868285655484668
87900000.0,1.0,0.4187676667660292,0.9867270295297871
87960000.0,1.0,0.4131668646385,0.9866255144032922
88020000.0,1.0,0.4075990363011228,0.9865240201625347
88080000.0,1.0,0.40206487946181524,0.9864225468010697
88140000.0,1.0,0.39656507189538287,0.9863210943124548
88200000.0,1.0,0.39110027143939957,0.9862196626902509
88260000.0,1.0,0.38567111600039505,0.9861182519280206
88320000.0,1.0,0.3802782235702024,0.9860168620193297
88380000.0,1.0,0.37492219225231216,0.9859154929577463
88440000.0,1.0,0.369603600298075,0.985814144736842
88500000.0,1.0,0.3643230061525891,0.9857128173501902
88560000.0,1.0,0.3590809485101058,0.9856115107913669
88620000.0,1.0,0.3538779463787806,0.9855102250539511
88680000.0,1.0,0.3487144991545937,0.9854089601315248
88740000.0,1.0,0.34359108670425903,0.9853077160176718
88800000.0,1.0,0.338508169456939,0.9852064927059792
88860000.0,1.0,0.33346618850457577,0.9851052901900359
88920000.0,1.0,0.3284655657106493,0.9850041084634346
88980000.0,1.0,0.3235067038271672,0.98490294751977
89040000.0,1.0,0.3185899866196892,0.9848018073526391
89100000.0,1.0,0.31371577900018677,0.9847006879556421
89160000.0,1.0,0.308884427167535,0.9845995893223819
